DN	Draw Date	L1	L2	L3	L4	L5	L6
3710	11-Jun-15	05	06	08	13	20	32
3711	13-Jun-15	02	10	28	30	40	42
3712	16-Jun-15	01	04	10	17	22	39
3713	18-Jun-15	02	07	11	15	16	29
3714	20-Jun-15	19	30	34	35	36	38
3715	23-Jun-15	01	09	12	18	27	37
3716	25-Jun-15	05	14	17	19	22	42
3717	27-Jun-15	05	06	13	24	29	36
3718	30-Jun-15	07	15	16	20	28	34
3719	2-Jul-15	09	25	34	35	37	42
3720	4-Jul-15	12	26	32	33	39	41
3721	7-Jul-15	07	16	18	28	37	41
3722	9-Jul-15	03	22	26	30	34	37
3723	11-Jul-15	11	21	22	27	28	39
3724	14-Jul-15	05	13	19	21	29	40
3725	16-Jul-15	02	03	08	15	25	26
3726	18-Jul-15	07	10	15	18	23	40
3727	21-Jul-15	02	10	15	18	26	29
3728	23-Jul-15	09	18	27	29	32	37
3729	25-Jul-15	09	13	14	22	29	35
3730	28-Jul-15	09	10	12	14	18	33
3731	30-Jul-15	06	28	32	33	37	42
3732	1-Aug-15	07	14	19	25	27	31
3733	4-Aug-15	20	21	23	25	34	37
3734	6-Aug-15	01	05	12	15	17	40
3735	8-Aug-15	04	05	12	25	34	36
3736	11-Aug-15	15	22	24	27	28	39
3737	13-Aug-15	11	22	27	31	32	42
3738	15-Aug-15	08	10	25	27	31	36
3739	18-Aug-15	07	08	13	22	32	40
3740	20-Aug-15	09	19	24	30	35	38
3741	22-Aug-15	07	10	21	24	28	33
3742	25-Aug-15	09	12	15	19	38	41
3743	27-Aug-15	02	10	11	13	16	29
3744	29-Aug-15	04	12	19	20	25	31
3745	1-Sep-15	08	09	22	23	27	30
3746	3-Sep-15	16	18	20	22	23	27
3747	5-Sep-15	07	16	26	28	30	39
3748	8-Sep-15	11	16	28	33	37	40
3749	10-Sep-15	09	11	12	37	39	42
3750	12-Sep-15	06	09	11	39	41	42
3751	15-Sep-15	03	05	20	26	39	42
3752	17-Sep-15	03	27	28	34	38	39
3753	19-Sep-15	15	22	24	28	36	38
3754	22-Sep-15	04	15	24	34	35	38
3755	24-Sep-15	08	10	15	29	36	40
3756	26-Sep-15	11	21	36	38	39	41
3757	29-Sep-15	01	09	13	19	21	30
3758	1-Oct-15	07	10	15	19	22	37
3759	3-Oct-15	11	20	26	29	35	42
3760	6-Oct-15	13	14	23	32	34	39
3761	8-Oct-15	02	17	21	32	36	38
3762	10-Oct-15	01	15	16	18	40	41
3763	13-Oct-15	09	12	13	14	36	39
3764	15-Oct-15	17	21	24	26	30	33
3765	17-Oct-15	15	17	24	28	33	34
3766	20-Oct-15	01	14	18	19	24	32
3767	22-Oct-15	01	13	23	24	36	41
3768	24-Oct-15	03	14	22	23	37	40
3769	27-Oct-15	08	12	13	24	34	40
3770	29-Oct-15	03	09	12	31	33	40
3771	31-Oct-15	06	08	15	21	27	30
3772	3-Nov-15	02	20	25	27	29	36
3773	5-Nov-15	13	18	30	32	38	39
3774	7-Nov-15	01	04	06	11	17	24
3775	10-Nov-15	03	10	14	21	23	28
3776	12-Nov-15	15	17	30	32	33	42
3777	14-Nov-15	02	14	15	19	21	31
3778	17-Nov-15	14	16	20	23	30	40
3779	19-Nov-15	03	07	12	19	25	37
3780	21-Nov-15	04	06	12	16	32	36
3781	24-Nov-15	01	10	30	31	32	37
3782	26-Nov-15	12	13	20	21	36	41
3783	28-Nov-15	07	15	19	21	22	39
3784	1-Dec-15	07	12	17	31	33	35
3785	3-Dec-15	01	18	19	26	34	41
3786	5-Dec-15	05	22	28	30	40	42
3787	8-Dec-15	22	25	26	31	33	40
3788	10-Dec-15	20	23	25	33	35	39
3789	12-Dec-15	01	04	11	12	20	32
3790	15-Dec-15	14	19	20	21	22	40
3791	17-Dec-15	13	23	25	26	27	32
3792	19-Dec-15	04	25	28	31	38	42
3793	22-Dec-15	18	24	27	32	36	37
3794	24-Dec-15	11	13	15	36	37	39
3795	26-Dec-15	05	08	11	28	34	37
3796	29-Dec-15	03	04	12	14	31	42
3797	31-Dec-15	01	20	32	38	40	42
3798	1/13/2015	34	24	29	30	09	25
3799	1/15/2015	41	15	27	04	01	07
3800	1/17/2015	36	06	33	42	39	01
3801	1/20/2015	15	40	24	37	33	30
3802	1/22/2015	25	02	36	29	03	23
3803	1/24/2015	03	23	20	22	34	19
3804	1/27/2015	08	07	09	20	02	41
3805	1/29/2015	09	19	14	41	21	11
3806	1/31/2015	24	39	25	06	38	23
3807	2-Mar-15	38	22	26	13	05	11
3808	2-May-15	26	21	13	33	09	27
3809	2-Jul-15	17	19	29	12	41	26
3810	2-Oct-15	36	30	05	06	24	15
3811	2-Dec-15	21	12	19	18	22	42
3812	2/14/2015	17	29	10	20	19	05
3813	2/17/2015	15	22	05	37	40	31
3814	2/19/2015	09	15	23	13	42	25
3815	2/21/2015	27	13	10	26	02	41
3816	2/24/2015	30	21	42	04	06	15
3817	2/26/2015	31	15	07	09	40	21
3818	2/28/2015	06	22	19	04	39	11
3819	3-Mar-15	07	25	12	27	42	33
3820	3-May-15	12	21	16	10	15	26
3821	3-Jul-15	31	01	32	42	05	17
3822	3-Oct-15	36	24	17	34	37	39
3823	3-Dec-15	01	12	40	23	25	13
3824	3/14/2015	06	17	28	04	22	10
3825	3/19/2015	01	20	42	39	15	16
3826	3/21/2015	27	38	14	34	12	41
3827	3/26/2015	34	25	38	35	19	13
3828	3/28/2015	19	10	05	37	16	03
3829	3/31/2015	38	37	13	12	28	21
3830	4-Jul-15	32	27	36	40	11	08
3831	4-Sep-15	31	28	41	39	34	18
3832	4-Nov-15	18	35	33	32	08	11
3833	4/14/2015	10	25	42	30	40	15
3834	4/16/2015	13	25	17	12	26	33
3835	3/17/2015	40	11	19	10	38	12
3836	3/24/2015	17	15	39	32	26	16
3837	4/18/2015	29	05	28	01	24	08
3838	4/21/2015	15	39	42	12	02	17
3839	4/23/2015	28	42	39	36	35	26
3840	4/25/2015	06	22	23	13	41	02
3841	4/28/2015	16	35	08	40	11	38
3842	4/30/2015	34	23	04	28	25	11
3843	5-Feb-15	12	42	16	04	11	08
3844	5-May-15	39	27	40	16	26	21
3845	5-Jul-15	26	22	07	02	24	37
3846	5-Sep-15	30	19	01	03	06	15
3847	5-Dec-15	26	17	41	08	04	32
3848	5/14/2015	02	16	33	08	21	26
3849	5/16/2015	16	31	17	10	02	42
3850	5/19/2015	22	02	13	04	38	06
3851	5/21/2015	29	04	08	10	14	33
3852	5/23/2015	29	27	33	32	41	36
3853	5/26/2015	13	33	26	14	18	42
3854	5/28/2015	02	21	27	40	31	14
3855	5/30/2015	20	02	10	15	25	39
3856	6-Feb-15	16	29	20	12	03	01
3857	6-Apr-15	12	05	41	19	31	38
3858	6-Jun-15	26	38	42	14	10	31
3859	6-Sep-15	29	34	07	19	20	32
3860	6-Nov-15	06	08	20	13	32	05
3861	6/13/2015	40	42	10	30	28	02
3862	6/16/2015	10	17	39	04	22	01
3863	6/18/2015	02	16	07	29	11	15
3864	6/20/2015	30	36	34	35	38	19
3865	6/23/2015	12	27	18	09	37	01
3866	6/25/2015	19	05	42	17	22	14
3867	6/27/2015	24	36	05	29	06	13
3868	6/30/2015	34	16	20	15	07	28
3869	7-Feb-15	42	34	25	35	09	37
3870	7-Apr-15	26	39	33	12	41	32
3871	7-Jul-15	07	41	37	16	18	28
3872	7-Sep-15	30	03	26	34	37	22
3873	7-Nov-15	22	11	27	28	21	39
3874	7/14/2015	05	40	19	13	29	21
3875	7/16/2015	15	25	03	26	02	08
3876	7/18/2015	15	10	07	23	40	18
3877	7/21/2015	10	26	29	15	02	18
3878	7/23/2015	37	18	09	27	29	32
3879	7/25/2015	35	13	09	22	14	29
3880	7/28/2015	10	33	12	09	14	18
3881	7/30/2015	37	06	33	28	32	42
3882	8-Jan-15	07	14	25	31	27	19
3883	8-Apr-15	23	25	37	20	21	34
3884	8-Jun-15	01	40	05	12	17	15
3885	8-Aug-15	12	36	34	04	25	05
3886	8-Nov-15	28	39	22	15	24	27
3887	8/13/2015	42	22	32	27	31	11
3888	8/15/2015	25	36	31	08	27	10
3889	8/18/2015	08	22	32	40	13	07
3890	8/20/2015	30	24	38	35	19	09
3891	8/22/2015	10	24	28	21	33	07
3892	8/25/2015	41	15	12	38	09	19
3893	8/27/2015	29	13	10	16	11	02
3894	8/29/2015	12	04	20	31	19	25
3895	9-Jan-15	27	23	08	09	22	30
3896	9-Mar-15	16	27	20	23	22	18
3897	9-May-15	16	28	30	07	26	39
3898	9-Aug-15	37	40	33	11	28	16
3899	9-Dec-15	11	06	41	42	09	39
3900	9/15/2015	39	05	26	03	20	42
3901	9/17/2015	27	38	39	03	34	28
3902	9/19/2015	15	22	28	36	24	38
3903	9/22/2015	24	15	34	04	38	35
3904	9/24/2015	29	15	08	40	10	36
3905	9/26/2015	41	21	36	11	38	39
3906	9/29/2015	30	19	21	09	13	01
3907	10-Jan-15	07	15	10	37	19	22
3908	10-Mar-15	26	35	11	42	20	29
3909	10-Jun-15	23	34	13	14	39	32
3910	10-Aug-15	17	36	32	02	21	38
3911	10-Oct-15	18	01	41	15	40	16
3912	10/13/2015	12	13	09	39	36	14
3913	10/15/2015	33	24	17	30	26	21
3914	10/17/2015	33	17	34	28	24	15
3915	10/20/2015	14	18	19	24	32	01
3916	10/22/2015	41	23	24	01	13	36
3917	10/24/2015	40	22	14	37	23	03
3918	10/27/2015	34	13	24	08	40	12
3919	10/29/2015	40	09	12	31	03	33
3920	10/31/2015	21	08	06	15	27	30
3921	11-Mar-15	25	27	02	20	29	36
3922	11-May-15	18	30	13	38	39	32
3923	11-Jul-15	01	06	04	24	11	17
3924	11-Oct-15	10	28	23	21	14	03
3925	11-Dec-15	33	30	42	17	32	15
3926	11/14/2015	19	21	02	31	15	14
3927	11/17/2015	30	20	23	16	40	14
3928	11/19/2015	07	19	03	37	25	12
3929	11/21/2015	32	06	36	16	12	04
3930	11/24/2015	10	31	32	01	30	37
3931	11/26/2015	21	36	20	12	13	41
3932	11/28/2015	39	19	21	15	07	22
3933	12-Jan-15	12	17	31	33	07	35
3934	12-Mar-15	18	34	41	26	01	19
3935	12-May-15	42	40	22	28	05	30
3936	12-Aug-15	26	31	33	22	40	25
3937	9-Oct-15	39	09	37	12	42	11
3938	12-Oct-15	23	25	39	33	35	20
3939	12-Dec-15	20	11	12	04	32	01
3940	12/15/2015	19	14	40	21	22	20
3941	12/17/2015	23	13	27	25	32	26
3942	12/19/2015	25	04	28	42	38	31
3943	12/22/2015	32	27	37	18	36	24
3944	12/24/2015	11	13	15	36	39	37
3945	12/26/2015	11	05	34	08	37	28
3946	12/29/2015	31	12	14	03	42	04
3947	12/31/2015	20	42	32	01	40	38
3948	1-Feb-16	16	04	31	25	07	13
3949	1-May-16	40	03	02	11	14	28
3950	1-Jul-16	18	03	29	32	04	42
3951	1-Sep-16	07	21	31	26	03	12
3952	1-Dec-16	08	39	32	03	41	21
3953	1/14/2016	15	36	25	06	42	34
3954	1/16/2016	09	41	26	24	17	25
3955	1/19/2016	27	19	34	40	16	22
3956	1/21/2016	29	42	35	25	16	10
3957	1/23/2016	29	04	19	25	35	12
3958	1/26/2016	40	41	31	16	34	22
3959	1/28/2016	38	13	25	01	03	04
3960	1/30/2016	15	10	19	28	07	26
3961	2-Feb-16	33	19	28	17	39	40
3962	2-Apr-16	39	35	32	09	13	37
3963	2-Jun-16	14	35	37	09	21	17
3964	2-Sep-16	07	13	05	04	33	12
3965	2-Nov-16	42	39	23	07	02	22
3966	2/13/2016	30	25	15	02	16	35
3967	2/16/2016	38	19	31	01	28	40
3968	2/18/2016	12	01	39	06	17	32
3969	2/20/2016	23	40	01	42	18	25
3970	2/23/2016	32	04	11	08	31	26
3971	2/25/2016	34	21	16	05	14	11
3972	2/27/2016	03	06	14	37	21	23
3973	3-Jan-16	05	07	37	04	19	13
3974	3-Mar-16	19	02	31	42	21	08
3975	3-May-16	10	22	17	06	28	05
3976	3-Aug-16	21	27	09	31	26	30
3977	3-Oct-16	34	27	07	15	24	19
3978	3-Dec-16	20	06	27	38	22	04
3979	3/15/2016	30	20	15	01	41	40
3980	3/17/2016	13	23	38	10	34	36
3981	3/19/2016	03	26	31	36	39	30
3982	3/22/2016	08	19	13	24	25	35
3983	3/29/2016	18	32	01	10	16	02
3984	3/31/2016	05	27	07	14	35	17
3985	4-Feb-16	26	01	11	14	42	02
3986	4-May-16	12	37	34	11	21	24
3987	4-Jul-16	23	15	04	07	06	36
3988	4-Sep-16	38	12	05	35	07	36
3989	4-Dec-16	06	21	34	32	29	36
3990	4/14/2016	11	21	38	06	15	26
3991	4/16/2016	14	23	15	33	19	12
3992	4/19/2016	34	32	09	27	05	21
3993	4/21/2016	18	37	13	15	22	36
3994	4/23/2016	18	05	07	29	01	41
3995	4/26/2016	30	40	11	33	25	39
3996	4/28/2016	18	07	08	17	32	16
3997	4/30/2016	28	11	01	02	17	09
3998	5-Mar-16	18	24	09	13	22	17
3999	5-May-16	38	24	40	20	39	13
4000	5-Jul-16	08	23	38	04	21	14
4001	5-Oct-16	13	06	24	17	30	28
4002	5-Dec-16	06	29	13	09	35	18
4003	5/14/2016	28	31	41	11	29	42
4004	5/17/2016	05	35	23	12	13	38
4005	5/19/2016	08	15	02	09	10	20
4006	5/21/2016	37	10	31	05	17	02
4007	5/24/2016	42	01	26	14	06	36
4008	5/26/2016	18	23	15	12	31	29
4009	5/28/2016	12	19	32	15	25	02
4010	5/31/2016	19	37	09	07	23	02
4011	6-Feb-16	41	07	22	08	16	26
4012	6-Apr-16	16	01	06	11	32	09
4013	6-Jul-16	06	29	04	05	20	40
4014	6-Sep-16	18	34	14	37	12	28
4015	6-Nov-16	34	32	13	41	35	18
4016	6/14/2016	29	01	27	16	28	11
4017	6/16/2016	42	19	34	30	03	31
4018	6/18/2016	38	30	03	10	08	36
4019	6/21/2016	40	37	30	23	18	15
4020	6/23/2016	35	37	32	17	34	16
4021	6/25/2016	34	24	08	35	36	10
4022	6/28/2016	22	28	42	35	02	03
4023	6/30/2016	34	02	14	20	40	39
4024	7-Feb-16	42	24	25	05	38	23
4025	7-May-16	04	09	06	18	30	39
4026	7-Jul-16	06	31	02	36	03	17
4027	7-Sep-16	23	26	35	38	07	20
4028	7-Dec-16	18	12	35	07	29	13
4029	7/14/2016	04	25	11	10	05	08
4030	7/16/2016	10	40	14	22	13	34
4031	7/19/2016	31	33	05	09	06	36
4032	7/21/2016	02	04	39	18	12	37
4033	7/23/2016	19	10	11	34	02	26
4034	7/26/2016	31	26	23	15	36	33
4035	7/28/2016	36	42	24	04	15	12
4036	7/30/2016	16	33	21	39	40	20
4037	8-Feb-16	35	17	39	18	06	22
4038	8-Apr-16	33	35	13	27	05	12
4039	8-Jun-16	31	01	10	34	12	11
4040	8-Sep-16	15	37	12	02	40	14
4041	8-Nov-16	08	23	28	27	07	09
4042	8/13/2016	28	26	14	03	15	05
4043	8/16/2016	34	18	35	41	21	33
4044	8/18/2016	40	03	37	19	14	01
4045	8/20/2016	31	01	32	06	12	07
4046	8/23/2016	33	34	02	30	37	20
4047	8/25/2016	40	39	11	16	32	35
4048	8/27/2016	37	20	03	41	13	17
4049	8/30/2016	19	08	15	26	32	36
4050	9-Jan-16	13	23	29	30	17	34
4051	9-Mar-16	17	06	13	21	22	16
4052	9-Jun-16	41	40	04	17	19	25
4053	9-Aug-16	22	04	02	26	31	20
4054	9-Oct-16	08	23	35	25	33	34
4055	9/13/2016	38	17	34	37	09	16
4056	9/15/2016	33	07	38	02	42	18
4057	9/17/2016	10	31	32	19	25	14
4058	9/20/2016	14	15	36	10	05	04
4059	9/22/2016	40	31	18	15	14	41
4060	9/24/2016	16	05	27	07	01	25
4061	9/27/2016	39	27	24	30	04	17
4062	9/29/2016	36	42	27	40	34	32
4063	10-Jan-16	02	31	38	03	20	19
4064	10-Apr-16	01	42	10	22	24	06
4065	10-Jun-16	20	17	16	24	29	19
4066	10-Aug-16	38	30	29	22	09	05
4067	10-Nov-16	21	25	10	13	30	29
4068	10/13/2016	06	03	11	30	32	01
4069	10/15/2016	31	18	15	02	23	17
4070	10/18/2016	16	02	22	35	13	05
4071	10/20/2016	34	25	24	18	30	12
4072	10/22/2016	09	10	21	31	41	02
4073	10/25/2016	40	02	16	38	12	06
4074	10/27/2016	07	31	16	06	01	42
4075	10/29/2016	32	33	08	14	12	22
4076	11-Jan-16	14	30	35	02	34	10
4077	11-Mar-16	15	28	18	01	24	19
4078	11-May-16	39	34	04	35	03	19
4079	11-Aug-16	33	29	12	38	15	31
4080	11-Oct-16	36	21	18	30	03	16
4081	11-Dec-16	15	04	14	05	12	39
4082	11/15/2016	25	20	22	16	40	11
4083	11/17/2016	35	27	08	36	37	06
4084	11/19/2016	15	32	05	20	31	01
4085	11/22/2016	05	25	26	33	41	29
4086	11/24/2016	06	12	22	05	24	15
4087	11/26/2016	40	29	41	25	30	05
4088	11/29/2016	11	07	12	36	06	42
4089	12-Jan-16	23	33	26	32	12	05
4090	12-Mar-16	02	27	07	39	32	19
4091	12-Jun-16	42	20	08	21	29	23
4092	12-Aug-16	36	05	42	32	02	16
4093	12-Oct-16	28	15	03	20	18	22
4094	12/13/2016	41	01	20	28	24	35
4095	12/15/2016	12	31	26	40	18	14
4096	12/17/2016	25	03	01	37	23	17
4097	12/20/2016	39	25	13	09	01	29
4098	12/22/2016	40	35	31	36	04	02
4099	12/24/2016	01	02	08	28	09	06
4100	12/27/2016	40	37	33	14	11	30
4101	12/29/2016	04	21	06	13	08	34
4102	12/31/2016	29	15	06	24	33	17
4103	1-Mar-17	15	11	16	17	33	32
4104	1-May-17	32	02	39	06	41	09
4105	1-Jul-17	12	06	04	17	31	15
4106	1-Oct-17	13	32	12	29	11	22
4107	1-Dec-17	07	28	15	17	30	16
4108	1/14/2017	14	22	09	18	37	01
4109	1/17/2017	27	01	36	15	31	37
4110	1/19/2017	40	04	02	31	23	30
4111	1/21/2017	01	38	17	28	34	39
4112	1/24/2017	08	32	31	29	06	03
4113	1/26/2017	09	06	03	39	04	32
4114	1/28/2017	17	35	13	08	14	25
4115	1/31/2017	36	10	31	29	15	02
4116	2-Feb-17	15	07	27	37	30	20
4117	2-Apr-17	10	23	03	04	18	01
4118	2-Jul-17	40	07	31	12	03	18
4119	2-Sep-17	08	11	34	25	22	07
4120	2-Nov-17	08	20	18	15	10	32
4121	2/14/2017	40	27	31	24	26	21
4122	2/16/2017	37	29	22	30	28	41
4123	2/18/2017	17	11	29	10	21	16
4124	2/21/2017	23	34	25	08	21	03
4125	2/23/2017	04	17	11	05	33	16
4126	2/25/2017	27	19	28	35	42	03
4127	2/28/2017	29	25	02	37	20	33
4128	3-Feb-17	08	36	06	22	10	01
4129	3-Apr-17	25	41	16	37	08	35
4130	3-Jul-17	22	03	18	34	39	31
4131	3-Sep-17	07	28	08	10	36	20
4132	3-Nov-17	03	05	18	16	09	31
4133	3/14/2017	20	31	41	14	19	34
4134	3/16/2017	17	29	23	28	06	21
4135	3/18/2017	21	24	18	40	36	04
4136	3/21/2017	03	21	12	07	38	15
4137	3/23/2017	04	31	41	20	24	12
4138	3/25/2017	08	04	01	14	06	41
4139	3/28/2017	25	03	23	33	26	38
4140	3/30/2017	13	03	23	18	34	24
4141	4-Jan-17	08	41	10	38	16	34
4142	4-Apr-17	08	33	27	31	04	19
4143	4-Jun-17	26	20	12	32	05	28
4144	4-Aug-17	16	05	15	08	04	20
4145	4-Nov-17	32	28	11	12	27	10
4146	4/18/2017	14	38	35	07	21	32
4147	4/20/2017	26	05	33	07	36	24
4148	4/22/2017	41	10	04	20	28	02
4149	4/25/2017	37	20	07	28	09	08
4150	4/27/2017	10	35	39	23	19	32
4151	4/29/2017	23	15	42	40	39	07
4152	5-Feb-17	33	41	27	06	05	14
4153	5-Apr-17	34	30	31	15	40	41
4154	5-Jun-17	18	42	29	13	36	38
4155	5-Sep-17	02	20	01	38	37	39
4156	5-Nov-17	15	37	21	17	36	06
4157	5/13/2017	19	22	14	20	32	18
4158	5/16/2017	05	39	01	31	04	16
4159	5/18/2017	12	06	01	25	31	35
4160	5/20/2017	38	41	08	22	04	17
4161	5/23/2017	16	35	21	01	30	13
4162	5/25/2017	24	20	11	12	16	02
4163	5/27/2017	15	40	12	18	23	27
4164	5/30/2017	05	25	04	02	15	22
4165	6-Jan-17	09	31	35	30	19	06
4166	6-Mar-17	28	22	31	40	24	20
4167	6-Jun-17	05	13	25	01	37	30
4168	6-Aug-17	03	40	27	35	42	09
4169	6-Oct-17	23	42	02	06	13	19
4170	6/13/2017	13	36	05	06	25	08
4171	6/15/2017	07	37	20	02	18	40
4172	6/17/2017	33	16	29	18	32	39
4173	6/20/2017	14	24	13	12	11	25
4174	6/22/2017	13	16	27	12	06	21
4175	6/24/2017	13	40	02	41	07	21
4176	6/27/2017	10	20	34	35	30	06
4177	6/29/2017	04	40	14	38	08	21
4178	7-Jan-17	11	32	40	31	41	21
4179	7-Apr-17	34	05	32	36	10	29
4180	7-Jun-17	05	36	01	04	27	41
4181	7-Aug-17	10	07	37	33	40	04
4182	7-Nov-17	23	31	01	08	07	18
4183	7/13/2017	36	28	14	17	34	11
4184	7/15/2017	19	18	12	42	01	28
4185	7/18/2017	31	13	27	36	04	05
4186	7/20/2017	29	02	10	09	04	24
4187	7/22/2017	37	17	29	21	03	14
4188	7/25/2017	25	06	33	38	28	31
4189	7/27/2017	34	39	25	15	23	03
4190	7/29/2017	02	42	05	13	26	10
4191	8-Jan-17	42	35	07	29	09	10
4192	8-Mar-17	30	42	20	24	10	22
4193	8-May-17	12	24	42	35	19	38
4194	8-Aug-17	30	07	19	01	31	25
4195	8-Oct-17	28	08	12	18	40	29
4196	8-Dec-17	17	18	04	30	33	14
4197	8/15/2017	10	35	38	15	08	30
4198	8/17/2017	32	13	33	37	09	11
4199	8/19/2017	35	37	29	16	11	06
4200	8/22/2017	17	30	02	42	23	29
4201	8/24/2017	13	25	34	36	32	33
4202	8/26/2017	24	37	38	41	22	36
4203	8/29/2017	05	28	22	01	41	21
4204	8/31/2017	27	14	17	02	25	04
4205	9-Feb-17	32	36	03	04	28	41
4206	9-May-17	42	39	05	29	06	12
4207	9-Jul-17	42	41	26	30	27	28
4208	09-Sep-17	10	41	21	11	29	37
4209	09-Dec-17	19	24	26	38	01	12
4210	9/14/2017	12	20	11	16	38	31
4211	9/16/2017	38	27	05	22	01	34
4212	9/19/2017	24	27	25	06	35	42
4213	9/21/2017	07	16	39	05	04	23
4214	9/23/2017	22	19	11	21	13	31
4215	9/26/2017	23	07	19	24	06	41
4216	9/28/2017	20	18	30	08	02	25
4217	9/30/2017	09	39	08	36	12	27
4218	10-Mar-17	31	28	07	12	01	17
4219	10-May-17	09	12	07	21	11	03
4220	10-Jul-17	40	09	21	30	23	02
4221	10-Oct-17	08	07	27	19	05	36
4222	10-Dec-17	33	39	21	16	37	06
4223	10/14/2017	01	11	04	13	19	36
4224	10/17/2017	24	16	20	28	09	07
4225	10/19/2017	11	38	28	32	15	16
4226	10/21/2017	34	19	07	31	03	26
4227	10/24/2017	07	30	23	01	12	28
4228	10/26/2017	13	36	16	30	37	11
4229	10/28/2017	22	02	15	11	20	31
4230	10/31/2017	20	42	08	14	25	15
4231	11-Feb-17	18	31	11	19	03	42
4232	11-Apr-17	10	08	19	25	42	26
4233	11-Jul-17	33	15	30	36	09	34
4234	11-Sep-17	27	17	37	07	12	06
4235	11-Nov-17	23	30	03	06	09	25
4236	11/14/2017	28	21	04	23	27	10
4237	11/16/2017	08	38	28	42	17	30
4238	11/18/2017	02	15	37	20	12	38
4239	11/21/2017	32	26	38	07	24	31
4240	11/23/2017	34	24	40	01	16	28
4241	11/25/2017	01	11	35	22	29	07
4242	11/28/2017	01	16	28	39	17	07
4243	11/30/2017	27	03	33	31	26	09
4244	12-Feb-17	27	04	33	30	39	21
4245	12-May-17	30	11	23	15	14	21
4246	12-Jul-17	21	24	10	37	27	09
4247	12-Sep-17	25	04	12	27	30	11
4248	12-Dec-17	40	17	20	18	24	15
4249	12/14/2017	14	05	16	28	23	01
4250	12/16/2017	08	03	13	22	26	19
4251	12/19/2017	17	02	34	28	18	04
4252	12/21/2017	03	36	26	39	27	19
4253	12/23/2017	31	39	18	16	29	41
4254	12/26/2017	39	34	33	14	41	02
4255	12/28/2017	38	17	10	30	06	16
4256	12/30/2017	41	11	05	10	38	28
4257	1-Feb-18	17	16	19	29	04	14
4258	1-Apr-18	26	16	30	19	05	11
4259	1-Jun-18	40	28	15	13	11	24
4260	1-Sep-18	07	11	27	28	42	34
4261	1-Nov-18	01	38	41	24	03	11
4262	1/13/2018	02	25	32	12	08	31
4263	1/16/2018	04	38	12	08	32	07
4264	1/18/2018	01	40	35	37	17	05
4265	1/20/2018	06	25	29	30	38	16
4266	1/23/2018	05	11	31	42	24	33
4267	1/25/2018	24	10	05	02	16	26
4268	1/27/2018	07	12	06	30	04	24
4269	1/30/2018	02	06	11	20	12	35
4270	2-Jan-18	13	30	34	06	18	14
4271	2-Mar-18	22	14	19	03	21	29
4272	2-Jun-18	29	09	01	04	36	21
4273	2-Aug-18	07	32	08	30	11	19
4274	2-Oct-18	30	23	41	06	08	18
4275	2/13/2018	19	31	21	22	07	35
4276	2/15/2018	24	21	01	39	22	28
4277	2/17/2018	22	40	41	33	19	05
4278	2/20/2018	40	02	35	21	25	34
4279	2/22/2018	18	30	41	27	35	25
4280	2/24/2018	12	25	09	34	17	32
4281	2/27/2018	19	12	36	26	10	28
4282	3-Jan-18	14	42	40	07	34	25
4283	3-Mar-18	35	24	08	30	19	39
4284	3-Jun-18	05	39	37	30	04	23
4285	3-Aug-18	38	25	27	14	24	36
4286	3-Oct-18	26	41	42	03	39	38
4287	3/13/2018	41	02	36	32	03	28
4288	3/15/2018	27	17	02	37	42	09
4289	3/17/2018	24	23	12	31	08	09
4290	3/20/2018	34	11	30	26	38	05
4291	3/22/2018	42	20	39	06	04	15
4292	3/24/2018	17	08	04	21	32	31
4293	3/27/2018	38	08	01	05	34	22
4294	4-Mar-18	27	38	36	29	07	19
4295	4-May-18	08	40	22	20	31	03
4296	4-Jul-18	36	26	30	11	18	16
4297	4-Oct-18	31	39	02	25	34	11
4298	4-Dec-18	33	09	12	32	29	27
4299	4/14/2018	18	41	29	10	35	03
4300	4/17/2018	06	41	42	04	30	39
4301	4/19/2018	31	29	11	14	23	16
4302	4/21/2018	04	11	33	14	12	39
4303	4/24/2018	03	23	41	12	08	25
4304	4/26/2018	32	04	13	22	23	41
4305	4/28/2018	37	42	03	22	35	02
4306	5-Jan-18	31	14	12	17	36	28
4307	5-Mar-18	23	22	25	26	12	01
4308	5-May-18	15	05	39	24	01	12
4309	5-Aug-18	04	26	23	38	17	07
4310	5-Oct-18	03	09	18	37	10	41
4311	5-Dec-18	15	40	24	25	16	39
4312	5/15/2018	42	38	10	13	40	03
4313	5/17/2018	18	05	33	14	30	06
4314	5/19/2018	16	38	18	08	04	29
4315	5/22/2018	11	30	26	33	29	08
4316	5/24/2018	30	29	15	02	37	27
4317	5/26/2018	16	13	38	34	21	23
4318	5/29/2018	14	33	01	13	28	40
4319	5/31/2018	31	03	36	15	24	30
4320	6-Feb-18	23	35	24	25	29	17
4321	6-May-18	26	24	01	17	41	30
4322	6-Jul-18	11	29	36	33	35	27
4323	6-Sep-18	21	22	30	37	40	12
4324	6-Dec-18	36	20	35	30	05	14
4325	6/14/2018	03	02	21	10	36	24
4326	6/16/2018	08	41	23	38	02	29
4327	6/19/2018	30	32	34	24	39	11
4328	6/21/2018	30	01	23	39	16	08
4329	6/23/2018	08	27	32	20	40	42
4330	6/26/2018	27	15	07	39	26	19
4331	6/28/2018	30	16	35	01	23	34
4332	6/30/2018	06	38	42	39	20	27
